Vehicle.Trip.TripId,Vehicle.Trip.RouteId,Vehicle.Timestamp,Vehicle.Vehicle.Id,Vehicle.Position.Latitude,Vehicle.Position.Longitude,Vehicle.Position.Bearing,Vehicle.Position.Speed,Vehicle.occupancy_status,percentage_completed,true_time_left
1091234.0,2439_259,1621465339,11954_173547848_2439_259_1,-33.79629,151.17215,94.0,11.0,1,0.8999033354403101,202
1091066.0,2439_259,1621465187,11954_173547897_2439_259_1,-33.797047,151.18033,242.0,2.1,1,1.0040658456252824,1822
1091235.0,2439_259,1621465196,11954_173547849_2439_259_1,-33.79379,151.13388,131.0,0.0,1,0.45213161257299833,977
1091234.0,2439_259,1621465194,11954_173547848_2439_259_1,-33.793358,151.16461,126.0,12.6,1,0.8026429866399601,347
1091066.0,2439_259,1621465219,11954_173547897_2439_259_1,-33.79718,151.17989,237.0,0.0,1,1.0061182093722694,1790
1092331.0,2439_259,1621465217,11954_173547898_2439_259_1,-33.79379,151.13388,131.0,0.0,1,0.45213161257299833,3289
1091235.0,2439_259,1621465217,11954_173547849_2439_259_1,-33.79379,151.13388,131.0,0.0,1,0.45213161257299833,956
1091234.0,2439_259,1621465219,11954_173547848_2439_259_1,-33.79519,151.16692,149.0,11.9,1,0.8350934189291144,322
1091066.0,2439_259,1621465250,11954_173547897_2439_259_1,-33.79718,151.17989,237.0,0.0,1,1.0061182093722694,1759
1092331.0,2439_259,1621465241,11954_173547898_2439_259_1,-33.79404,151.13512,70.0,10.6,1,0.4655709526082409,3265
1091235.0,2439_259,1621465241,11954_173547849_2439_259_1,-33.79404,151.13512,70.0,10.6,1,0.4655709526082409,932
1091236.0,2439_259,1621465241,11954_173547850_2439_259_1,-33.77573,151.12027,223.0,0.0,1,0.01127365326289662,1912
1091234.0,2439_259,1621465238,11954_173547848_2439_259_1,-33.796978,151.16798,126.0,11.4,1,0.8570214842607008,303
1091066.0,2439_259,1621465235,11954_173547897_2439_259_1,-33.79718,151.17989,237.0,0.0,1,1.0061182093722694,1774
1092331.0,2439_259,1621465231,11954_173547898_2439_259_1,-33.793987,151.13416,131.0,7.6,1,0.4557264622564784,3275
1091235.0,2439_259,1621465231,11954_173547849_2439_259_1,-33.793987,151.13416,131.0,7.6,1,0.4557264622564784,942
1091234.0,2439_259,1621465232,11954_173547848_2439_259_1,-33.796562,151.16747,158.0,11.1,1,0.8506383875593052,309
1091066.0,2439_259,1621465412,11954_173547897_2439_259_1,-33.797607,151.1784,253.0,6.7,1,0.9729165030084509,1597
1091989.0,2439_259,1621465408,11954_173547851_2439_259_1,-33.79742,151.17815,320.0,6.1,1,0.9696256404990049,3375
1092331.0,2439_259,1621465404,11954_173547898_2439_259_1,-33.796314,151.1466,106.0,6.9,1,0.5888635358395018,3102
1091235.0,2439_259,1621465404,11954_173547849_2439_259_1,-33.796314,151.1466,106.0,6.9,1,0.5888635358395018,769
1091236.0,2439_259,1621465401,11954_173547850_2439_259_1,-33.77848,151.11955,130.0,0.0,1,0.03558707579000716,1752
1091065.0,2439_259,1621465408,11954_173547896_2439_259_1,-33.79742,151.17815,320.0,6.1,1,0.9696256404990049,1724
1091234.0,2439_259,1621465403,11954_173547848_2439_259_1,-33.795795,151.17618,93.0,7.5,1,0.9432891949547542,138
1091066.0,2439_259,1621465427,11954_173547897_2439_259_1,-33.7975,151.17816,331.0,0.0,1,0.9701926760050114,1582
1091989.0,2439_259,1621465428,11954_173547851_2439_259_1,-33.797215,151.17804,342.0,0.3,1,0.9674722242015077,3355
1092331.0,2439_259,1621465419,11954_173547898_2439_259_1,-33.79642,151.1471,99.0,2.2,1,0.5942547153500819,3087
1091235.0,2439_259,1621465419,11954_173547849_2439_259_1,-33.79642,151.1471,99.0,2.2,1,0.5942547153500819,754
1091236.0,2439_259,1621465427,11954_173547850_2439_259_1,-33.778683,151.11975,138.0,5.3,1,0.03855664673609437,1726
1091065.0,2439_259,1621465428,11954_173547896_2439_259_1,-33.797215,151.17804,342.0,0.3,1,0.9674722242015077,1704
1091234.0,2439_259,1621465418,11954_173547848_2439_259_1,-33.795914,151.17732,110.0,3.6,1,0.9553570312272647,123
1091066.0,2439_259,1621465397,11954_173547897_2439_259_1,-33.79744,151.17888,246.0,0.0,1,0.9763362071220499,1612
1091989.0,2439_259,1621465393,11954_173547851_2439_259_1,-33.797478,151.17851,248.0,0.0,1,0.9731492147889448,3390
1092331.0,2439_259,1621465389,11954_173547898_2439_259_1,-33.796074,151.14563,108.0,3.4,1,0.5783403267936306,3117
1091235.0,2439_259,1621465389,11954_173547849_2439_259_1,-33.796074,151.14563,108.0,3.4,1,0.5783403267936306,784
1091236.0,2439_259,1621465386,11954_173547850_2439_259_1,-33.77813,151.11906,129.0,10.2,1,0.029233537072712645,1767
1091065.0,2439_259,1621465393,11954_173547896_2439_259_1,-33.797478,151.17851,248.0,0.0,1,0.9731492147889448,1739
1091234.0,2439_259,1621465398,11954_173547848_2439_259_1,-33.79578,151.1758,93.0,7.1,1,0.9394210846385534,143
1091066.0,2439_259,1621465381,11954_173547897_2439_259_1,-33.79744,151.17888,246.0,0.0,1,0.9763362071220499,1628
1091989.0,2439_259,1621465378,11954_173547851_2439_259_1,-33.797478,151.17851,248.0,0.0,1,0.9731492147889448,3405
1092331.0,2439_259,1621465374,11954_173547898_2439_259_1,-33.795902,151.14505,113.0,2.9,1,0.5719980843306126,3132
1091235.0,2439_259,1621465374,11954_173547849_2439_259_1,-33.795902,151.14505,113.0,2.9,1,0.5719980843306126,799
1091236.0,2439_259,1621465374,11954_173547850_2439_259_1,-33.777493,151.11833,209.0,3.4,1,0.019347413831541878,1779
1091065.0,2439_259,1621465378,11954_173547896_2439_259_1,-33.797478,151.17851,248.0,0.0,1,0.9731492147889448,1754
1091234.0,2439_259,1621465378,11954_173547848_2439_259_1,-33.7958,151.17523,73.0,0.0,1,0.9328622689402822,163
1091066.0,2439_259,1621465470,11954_173547897_2439_259_1,-33.796555,151.17786,350.0,4.3,1,0.9626324566125309,1539
1091989.0,2439_259,1621465465,11954_173547851_2439_259_1,-33.796295,151.17783,359.0,3.9,1,0.9614643687377361,3318
1092331.0,2439_259,1621465465,11954_173547898_2439_259_1,-33.79629,151.14772,68.0,2.6,1,0.6005857353283605,3041
1091235.0,2439_259,1621465465,11954_173547849_2439_259_1,-33.79629,151.14772,68.0,2.6,1,0.6005857353283605,708
1091236.0,2439_259,1621465457,11954_173547850_2439_259_1,-33.77998,151.12157,120.0,7.0,1,0.062132928021524814,1696
1091065.0,2439_259,1621465465,11954_173547896_2439_259_1,-33.796295,151.17783,359.0,3.9,1,0.9614643687377361,1667
1091234.0,2439_259,1621465464,11954_173547848_2439_259_1,-33.79593,151.17738,110.0,0.0,1,0.9560078735266914,77
1091066.0,2439_259,1621465480,11954_173547897_2439_259_1,-33.79616,151.17784,7.0,0.9,1,0.9612226415995809,1529
1091989.0,2439_259,1621465482,11954_173547851_2439_259_1,-33.79586,151.17757,291.0,4.1,1,0.9579071619627082,3301
1092331.0,2439_259,1621465480,11954_173547898_2439_259_1,-33.796005,151.14853,66.0,8.9,1,0.6094933163835812,3026
1091235.0,2439_259,1621465480,11954_173547849_2439_259_1,-33.796005,151.14853,66.0,8.9,1,0.6094933163835812,693
1091236.0,2439_259,1621465488,11954_173547850_2439_259_1,-33.781055,151.12303,81.0,4.3,1,0.08126315175321035,1665
1091065.0,2439_259,1621465482,11954_173547896_2439_259_1,-33.79586,151.17757,291.0,4.1,1,0.9579071619627082,1650
1091234.0,2439_259,1621465479,11954_173547848_2439_259_1,-33.79593,151.17738,110.0,0.0,1,0.9560078735266914,62
1091066.0,2439_259,1621465451,11954_173547897_2439_259_1,-33.796978,151.17795,345.0,0.9,1,0.9653863920911802,1558
1091989.0,2439_259,1621465454,11954_173547851_2439_259_1,-33.79663,151.17787,348.0,0.9,1,0.9630264480167061,3329
1092331.0,2439_259,1621465449,11954_173547898_2439_259_1,-33.796413,151.14738,78.0,2.9,1,0.5972448908886425,3057
1091235.0,2439_259,1621465449,11954_173547849_2439_259_1,-33.796413,151.14738,78.0,2.9,1,0.5972448908886425,724
1091236.0,2439_259,1621465449,11954_173547850_2439_259_1,-33.779747,151.1212,137.0,8.5,1,0.05753207413667412,1704
1091065.0,2439_259,1621465454,11954_173547896_2439_259_1,-33.79663,151.17787,348.0,0.9,1,0.9630264480167061,1678
1091234.0,2439_259,1621465448,11954_173547848_2439_259_1,-33.79593,151.17738,110.0,0.0,1,0.9560078735266914,93
1091066.0,2439_259,1621465436,11954_173547897_2439_259_1,-33.797432,151.17812,337.0,2.7,1,0.9694358830958375,1573
1091989.0,2439_259,1621465439,11954_173547851_2439_259_1,-33.79686,151.17793,347.0,4.6,1,0.9646188312992802,3344
1092331.0,2439_259,1621465434,11954_173547898_2439_259_1,-33.796425,151.14731,85.0,0.0,1,0.5966989890663636,3072
1091235.0,2439_259,1621465434,11954_173547849_2439_259_1,-33.796425,151.14731,85.0,0.0,1,0.5966989890663636,739
1091236.0,2439_259,1621465435,11954_173547850_2439_259_1,-33.778866,151.11998,131.0,4.8,1,0.04165702021941511,1718
1091065.0,2439_259,1621465439,11954_173547896_2439_259_1,-33.79686,151.17793,347.0,4.6,1,0.9646188312992802,1693
1091234.0,2439_259,1621465433,11954_173547848_2439_259_1,-33.79593,151.17738,110.0,0.0,1,0.9560078735266914,108
1091066.0,2439_259,1621465294,11954_173547897_2439_259_1,-33.79732,151.17918,246.0,7.0,1,0.9826751545948398,1715
1091989.0,2439_259,1621465286,11954_173547851_2439_259_1,-33.797684,151.1787,248.0,0.0,1,0.9760036118469284,3497
1092331.0,2439_259,1621465286,11954_173547898_2439_259_1,-33.795074,151.14131,104.0,13.7,1,0.5316475151622204,3220
1091235.0,2439_259,1621465286,11954_173547849_2439_259_1,-33.795074,151.14131,104.0,13.7,1,0.5316475151622204,887
1091236.0,2439_259,1621465289,11954_173547850_2439_259_1,-33.776524,151.11943,223.0,0.1,1,0.001037946247742626,1864
1091234.0,2439_259,1621465289,11954_173547848_2439_259_1,-33.796963,151.16931,83.0,3.1,1,0.8694860929996037,252
1091066.0,2439_259,1621465276,11954_173547897_2439_259_1,-33.79715,151.17986,237.0,0.0,1,1.005902569472787,1733
1091989.0,2439_259,1621465271,11954_173547851_2439_259_1,-33.797684,151.1787,248.0,0.0,1,0.9760036118469284,3512
1092331.0,2439_259,1621465278,11954_173547898_2439_259_1,-33.79484,151.14017,105.0,10.7,1,0.5193916687893839,3228
1091235.0,2439_259,1621465278,11954_173547849_2439_259_1,-33.79484,151.14017,105.0,10.7,1,0.5193916687893839,895
1091236.0,2439_259,1621465252,11954_173547850_2439_259_1,-33.776134,151.1198,219.0,3.6,1,0.004734637800247897,1901
1091234.0,2439_259,1621465274,11954_173547848_2439_259_1,-33.79697,151.16925,85.0,0.0,1,0.8688592147688255,267
1091066.0,2439_259,1621465260,11954_173547897_2439_259_1,-33.79718,151.17989,237.0,0.0,1,1.0061182093722694,1749
1092331.0,2439_259,1621465261,11954_173547898_2439_259_1,-33.79435,151.13802,106.0,13.6,1,0.4962755616055177,3245
1091235.0,2439_259,1621465261,11954_173547849_2439_259_1,-33.79435,151.13802,106.0,13.6,1,0.4962755616055177,912
1091236.0,2439_259,1621465252,11954_173547850_2439_259_1,-33.776134,151.1198,219.0,3.6,1,0.004734637800247897,1901
1091234.0,2439_259,1621465259,11954_173547848_2439_259_1,-33.796993,151.16873,88.0,6.2,1,0.8634347061157593,282
1091066.0,2439_259,1621465512,11954_173547897_2439_259_1,-33.795643,151.17574,272.0,10.0,1,0.9385001992024323,1497
1091989.0,2439_259,1621465512,11954_173547851_2439_259_1,-33.79579,151.1746,248.0,12.0,1,0.9264707266443154,3271
1092331.0,2439_259,1621465510,11954_173547898_2439_259_1,-33.795605,151.15031,85.0,2.2,1,0.6292814119385465,2996
1091235.0,2439_259,1621465510,11954_173547849_2439_259_1,-33.795605,151.15031,85.0,2.2,1,0.6292814119385465,663
1091236.0,2439_259,1621465510,11954_173547850_2439_259_1,-33.780533,151.12363,40.0,0.0,1,0.08917994674610058,1643
1091065.0,2439_259,1621465512,11954_173547896_2439_259_1,-33.79579,151.1746,248.0,12.0,1,0.9264707266443154,1620
1091234.0,2439_259,1621465509,11954_173547848_2439_259_1,-33.79593,151.17738,110.0,0.1,1,0.9560078735266914,32
1091066.0,2439_259,1621465522,11954_173547897_2439_259_1,-33.795845,151.17459,247.0,12.3,1,0.9261969112015329,1487
1091989.0,2439_259,1621465528,11954_173547851_2439_259_1,-33.796185,151.17253,273.0,12.7,1,0.9040355795365238,3255
1092331.0,2439_259,1621465525,11954_173547898_2439_259_1,-33.79558,151.15056,81.0,0.0,1,0.6319031501300783,2981
1091235.0,2439_259,1621465525,11954_173547849_2439_259_1,-33.79558,151.15056,81.0,0.0,1,0.6319031501300783,648
1091236.0,2439_259,1621465527,11954_173547850_2439_259_1,-33.77993,151.12428,40.0,10.6,1,0.09850983635822239,1626
1091065.0,2439_259,1621465528,11954_173547896_2439_259_1,-33.796185,151.17253,273.0,12.7,1,0.9040355795365238,1604
1091234.0,2439_259,1621465524,11954_173547848_2439_259_1,-33.796146,151.17812,109.0,7.8,1,0.964087934513654,17
1091066.0,2439_259,1621465539,11954_173547897_2439_259_1,-33.79627,151.17253,274.0,13.1,1,0.9039012611315755,1470
1091989.0,2439_259,1621465541,11954_173547851_2439_259_1,-33.796246,151.17079,247.0,13.1,1,0.8858989331403715,3242
1092331.0,2439_259,1621465539,11954_173547898_2439_259_1,-33.795464,151.15094,58.0,7.0,1,0.6359290205876669,2967
1091235.0,2439_259,1621465539,11954_173547849_2439_259_1,-33.795464,151.15094,58.0,7.0,1,0.6359290205876669,634
1091236.0,2439_259,1621465543,11954_173547850_2439_259_1,-33.778877,151.1253,39.0,4.0,1,0.11393319864083709,1610
1091065.0,2439_259,1621465541,11954_173547896_2439_259_1,-33.796246,151.17079,247.0,13.1,1,0.8858989331403715,1591
1091234.0,2439_259,1621465541,11954_173547848_2439_259_1,-33.79588,151.17987,69.0,10.8,1,0.9827551898055904,0
1091066.0,2439_259,1621465496,11954_173547897_2439_259_1,-33.795822,151.17728,290.0,6.4,1,0.9548228772734522,1513
1091989.0,2439_259,1621465504,11954_173547851_2439_259_1,-33.795593,151.17574,272.0,12.0,1,0.9386118099284921,3279
1092331.0,2439_259,1621465495,11954_173547898_2439_259_1,-33.79563,151.14996,85.0,8.2,1,0.625638657627163,3011
1091235.0,2439_259,1621465495,11954_173547849_2439_259_1,-33.79563,151.14996,85.0,8.2,1,0.625638657627163,678
1091236.0,2439_259,1621465495,11954_173547850_2439_259_1,-33.780766,151.12338,40.0,7.9,1,0.08561048904668273,1658
1091065.0,2439_259,1621465504,11954_173547896_2439_259_1,-33.795593,151.17574,272.0,12.0,1,0.9386118099284921,1628
1091234.0,2439_259,1621465494,11954_173547848_2439_259_1,-33.79593,151.17738,110.0,0.0,1,0.9560078735266914,47
1091066.0,2439_259,1621465552,11954_173547897_2439_259_1,-33.79633,151.17076,246.0,13.0,1,0.8853922007194182,1457
1091989.0,2439_259,1621465553,11954_173547851_2439_259_1,-33.796745,151.1695,246.0,11.3,1,0.8715518038670825,3230
1092331.0,2439_259,1621465555,11954_173547898_2439_259_1,-33.79458,151.15158,33.0,7.9,1,0.6470231642851063,2951
1091235.0,2439_259,1621465555,11954_173547849_2439_259_1,-33.79458,151.15158,33.0,7.9,1,0.6470231642851063,618
1091236.0,2439_259,1621465543,11954_173547850_2439_259_1,-33.778877,151.1253,39.0,4.0,1,0.11393319864083709,1610
1091065.0,2439_259,1621465553,11954_173547896_2439_259_1,-33.796745,151.1695,246.0,11.3,1,0.8715518038670825,1579
1091066.0,2439_259,1621465578,11954_173547897_2439_259_1,-33.796883,151.16927,258.0,0.0,1,0.8690416282023993,1431
1091989.0,2439_259,1621465584,11954_173547851_2439_259_1,-33.796844,151.16898,266.0,1.6,1,0.865995893684795,3199
1092331.0,2439_259,1621465584,11954_173547898_2439_259_1,-33.793488,151.15218,20.0,0.0,1,0.6601221975654249,2922
1091235.0,2439_259,1621465584,11954_173547849_2439_259_1,-33.793488,151.15218,20.0,0.0,1,0.6601221975654249,589
1091236.0,2439_259,1621465576,11954_173547850_2439_259_1,-33.778103,151.126,40.0,0.0,1,0.124910773802803,1577
1091065.0,2439_259,1621465584,11954_173547896_2439_259_1,-33.796844,151.16898,266.0,1.6,1,0.865995893684795,1548
1091066.0,2439_259,1621465563,11954_173547897_2439_259_1,-33.796806,151.16953,246.0,8.4,1,0.8718126733119751,1446
1091989.0,2439_259,1621465574,11954_173547851_2439_259_1,-33.796837,151.16908,262.0,0.0,1,0.8670535251793193,3209
1092331.0,2439_259,1621465567,11954_173547898_2439_259_1,-33.79377,151.15205,21.0,7.4,1,0.6568764498383894,2939
1091235.0,2439_259,1621465567,11954_173547849_2439_259_1,-33.79377,151.15205,21.0,7.4,1,0.6568764498383894,606
1091236.0,2439_259,1621465561,11954_173547850_2439_259_1,-33.77843,151.1257,38.0,7.1,1,0.12023809135553978,1592
1091065.0,2439_259,1621465574,11954_173547896_2439_259_1,-33.796837,151.16908,262.0,0.0,1,0.8670535251793193,1558
1091066.0,2439_259,1621465596,11954_173547897_2439_259_1,-33.796886,151.16924,261.0,1.2,1,0.8687248853508269,1413
1091989.0,2439_259,1621465599,11954_173547851_2439_259_1,-33.79686,151.16873,265.0,3.9,1,0.8633527683043447,3184
1092331.0,2439_259,1621465599,11954_173547898_2439_259_1,-33.793488,151.15218,20.0,0.1,1,0.6601221975654249,2907
1091235.0,2439_259,1621465599,11954_173547849_2439_259_1,-33.793488,151.15218,20.0,0.1,1,0.6601221975654249,574
1091236.0,2439_259,1621465597,11954_173547850_2439_259_1,-33.778103,151.126,40.0,0.0,1,0.124910773802803,1556
1091065.0,2439_259,1621465599,11954_173547896_2439_259_1,-33.79686,151.16873,265.0,3.9,1,0.8633527683043447,1533
1091066.0,2439_259,1621465712,11954_173547897_2439_259_1,-33.7926,151.16158,263.0,6.4,1,0.7677948192530747,1297
1091989.0,2439_259,1621465720,11954_173547851_2439_259_1,-33.792725,151.1611,260.0,0.0,1,0.7628843419043915,3063
1092331.0,2439_259,1621465710,11954_173547898_2439_259_1,-33.79277,151.15634,87.0,8.2,1,0.7121443916888566,2796
1091235.0,2439_259,1621465710,11954_173547849_2439_259_1,-33.79277,151.15634,87.0,8.2,1,0.7121443916888566,463
1091236.0,2439_259,1621465722,11954_173547850_2439_259_1,-33.777676,151.1313,142.0,3.1,1,0.19690264238423763,1431
1091065.0,2439_259,1621465720,11954_173547896_2439_259_1,-33.792725,151.1611,260.0,0.0,1,0.7628843419043915,1412
1091066.0,2439_259,1621465677,11954_173547897_2439_259_1,-33.793915,151.16591,311.0,11.8,1,0.8174243763922157,1332
1091989.0,2439_259,1621465676,11954_173547851_2439_259_1,-33.7936,151.16522,302.0,12.2,1,0.8094531380598053,3107
1092331.0,2439_259,1621465675,11954_173547898_2439_259_1,-33.792164,151.15472,65.0,0.0,1,0.6914985499723342,2831
1091235.0,2439_259,1621465675,11954_173547849_2439_259_1,-33.792164,151.15472,65.0,0.0,1,0.6914985499723342,498
1091236.0,2439_259,1621465675,11954_173547850_2439_259_1,-33.775826,151.12872,127.0,0.0,1,0.16365509879865886,1478
1091065.0,2439_259,1621465676,11954_173547896_2439_259_1,-33.7936,151.16522,302.0,12.2,1,0.8094531380598053,1456
1091066.0,2439_259,1621465707,11954_173547897_2439_259_1,-33.79255,151.16206,263.0,12.3,1,0.7728221642150231,1302
1091989.0,2439_259,1621465705,11954_173547851_2439_259_1,-33.792675,151.16148,261.0,10.6,1,0.7668083474094564,3078
1092331.0,2439_259,1621465705,11954_173547898_2439_259_1,-33.792526,151.15591,151.0,8.2,1,0.7059403934170821,2801
1091235.0,2439_259,1621465705,11954_173547849_2439_259_1,-33.792526,151.15591,151.0,8.2,1,0.7059403934170821,468
1091236.0,2439_259,1621465706,11954_173547850_2439_259_1,-33.77733,151.13078,131.0,10.8,1,0.19031241316613737,1447
1091065.0,2439_259,1621465705,11954_173547896_2439_259_1,-33.792675,151.16148,261.0,10.6,1,0.7668083474094564,1427
1091066.0,2439_259,1621465692,11954_173547897_2439_259_1,-33.792885,151.16412,306.0,13.0,1,0.7956433187462196,1317
1091989.0,2439_259,1621465691,11954_173547851_2439_259_1,-33.792553,151.16333,289.0,12.7,1,0.7867862585992925,3092
1092331.0,2439_259,1621465690,11954_173547898_2439_259_1,-33.792038,151.15506,69.0,6.3,1,0.6952553083007321,2816
1091235.0,2439_259,1621465690,11954_173547849_2439_259_1,-33.792038,151.15506,69.0,6.3,1,0.6952553083007321,483
1091236.0,2439_259,1621465691,11954_173547850_2439_259_1,-33.776207,151.12923,129.0,10.4,1,0.170167900735055,1462
1091065.0,2439_259,1621465691,11954_173547896_2439_259_1,-33.792553,151.16333,289.0,12.7,1,0.7867862585992925,1441
1091066.0,2439_259,1621465762,11954_173547897_2439_259_1,-33.792397,151.15828,264.0,3.3,1,0.732970226031172,1247
1091989.0,2439_259,1621465755,11954_173547851_2439_259_1,-33.79255,151.15816,262.0,5.9,1,0.7314459980268464,3028
1092331.0,2439_259,1621465762,11954_173547898_2439_259_1,-33.79271,151.15681,83.0,0.0,1,0.7171134621791814,2744
1091235.0,2439_259,1621465762,11954_173547849_2439_259_1,-33.79271,151.15681,83.0,0.0,1,0.7171134621791814,411
1091236.0,2439_259,1621465754,11954_173547850_2439_259_1,-33.779068,151.13322,130.0,0.0,1,0.22191270037299773,1399
